"Assignment","Reference","Business Area","Posting key","Customer","Branch","Reason code","Text","Document Number","Clrng doc.","Company Code","Profit Center","G/L","User Name","Document Type","Payt Terms","Fiscal Year","Cred.Contr.Area","Doc.Header Text","Document Date","Net due date","Amt in loc.cur.","Clearing","Curr.cash disc.","Discount amount","Local Currency","Entered on","Currency","Amount in DC","Posting Date","Payment date","Disc. Percent 1","Days 1","Days 2","Line item"
"90992093","90992093","BP41","11","0000000304","0000012723","","BD/0902/00002706/                    /0060079660","2700024436","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","","06/27/2011","06/28/2011","-163.66","00/00/0000","0.00","0.00","USD","06/28/2011","USD","-163.66","06/27/2011","06/28/2011","1.000","30","31","001"
"90998873","90998873","BP41","11","0000000304","0000012723","","BD/0902/00002706/                    /0060080136","2700028755","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","","07/29/2011","08/01/2011","-36.37","00/00/0000","0.00","0.00","USD","08/01/2011","USD","-36.37","07/29/2011","08/01/2011","1.000","30","31","001"
"91005443","91005443","BP41","01","0000000304","0000401885","","BD/0902/00000000/0141A61013/2141A6101/0070045239","2700032930","","1100","0000000141","0003000010","SGRELL","RV","0021","2011","IP01","","08/31/2011","09/30/2011","4693.02","00/00/0000","0.00","0.00","USD","08/31/2011","USD","4693.02","08/31/2011","09/30/2011","0.000","30","0","001"
"91005453","91005453","BP41","01","0000000304","0000401885","","BD/0902/00000000/00141A0080          /0070045240","2700032932","","1100","0000000141","0003000010","SGRELL","RV","0021","2011","IP01","","08/31/2011","09/30/2011","996.08","00/00/0000","0.00","0.00","USD","08/31/2011","USD","996.08","08/31/2011","09/30/2011","0.000","30","0","001"
"91007423","91007423","BP41","01","0000000304","0000012723","","BD/0902/00000000/0141A61015/2141A6101/0070045307","2700034093","","1100","0000000141","0003000010","SGRELL","RV","0021","2011","IP01","","09/09/2011","10/09/2011","3186.28","00/00/0000","0.00","0.00","USD","09/09/2011","USD","3186.28","09/09/2011","10/09/2011","0.000","30","0","001"
"91007424","91007424","BP41","01","0000000304","","","BD/0902/00000000/0141A60988/2141A6098/0070045308","2700034094","","1100","0000000141","0003000010","SGRELL","RV","0021","2011","IP01","","09/09/2011","10/09/2011","3406.68","00/00/0000","0.00","0.00","USD","09/09/2011","USD","3406.68","09/09/2011","10/09/2011","0.000","30","0","001"
"91008043","91008043","BP43","01","0000000304","0000401670","","BD/0902/00000000/0143A61197          /0070045335","2700034516","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","09/13/2011","10/13/2011","864.00","00/00/0000","0.00","0.00","USD","09/13/2011","USD","864.00","09/13/2011","10/13/2011","0.000","30","0","001"
"91008945","91008945","BP43","01","0000000304","0000401670","","BD/0902/00000000/2143A61197          /0070045428","2700035065","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","09/15/2011","10/16/2011","1427.48","00/00/0000","0.00","0.00","USD","09/16/2011","USD","1427.48","09/15/2011","10/16/2011","0.000","30","0","001"
"91014530","91014530","BP43","01","0000000304","0000401670","","BD/0902/00000000/00143A0035          /0070045672","2700038337","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","10/10/2011","11/10/2011","744.40","00/00/0000","0.00","0.00","USD","10/11/2011","USD","744.40","10/10/2011","11/10/2011","0.000","30","0","001"
"91018816","91018816","BP43","01","0000000304","0000401670","","BD/0902/00002709/0143A61112          /0070045924","2700040853","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","10/31/2011","11/30/2011","785.00","00/00/0000","0.00","0.00","USD","10/31/2011","USD","785.00","10/31/2011","11/30/2011","0.000","30","0","001"
"91023531","91023531","BP43","01","0000000304","0000401670","","BD/0902/00002709/0143A60971          /0070046075","2700043568","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","11/18/2011","12/21/2011","1092.00","00/00/0000","0.00","0.00","USD","11/21/2011","USD","1092.00","11/18/2011","12/21/2011","0.000","30","0","001"
"91023533","91023533","BP43","01","0000000304","0000401670","","BD/0902/00002709/0143A61436          /0070046077","2700043570","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","11/18/2011","12/21/2011","232.00","00/00/0000","0.00","0.00","USD","11/21/2011","USD","232.00","11/18/2011","12/21/2011","0.000","30","0","001"
"91023535","91023535","BP43","01","0000000304","0000401670","","BD/0902/00002709/2143A61436          /0070046079","2700043572","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","11/18/2011","12/21/2011","930.97","00/00/0000","0.00","0.00","USD","11/21/2011","USD","930.97","11/18/2011","12/21/2011","0.000","30","0","001"
"91023547","91023547","BP43","01","0000000304","0000401670","","BD/0902/00002709/2143A61489          /0070046080","2700043577","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","11/18/2011","12/21/2011","962.38","00/00/0000","0.00","0.00","USD","11/21/2011","USD","962.38","11/18/2011","12/21/2011","0.000","30","0","001"
"91023558","91023558","BP43","01","0000000304","0000401670","","BD/0902/00002709/0143A60634          /0070046076","2700043579","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","11/18/2011","12/21/2011","540.00","00/00/0000","0.00","0.00","USD","11/21/2011","USD","540.00","11/18/2011","12/21/2011","0.000","30","0","001"
"91027299","91027299","BP41","01","0000000304","","","BD/0902/00002706/120911JR            /0080989418","2700045860","","1100","0000000141","0003000010","JRYAN","RV","1056","2011","IP01","B/L0080989418","12/08/2011","01/07/2012","38412.76","00/00/0000","0.00","0.00","USD","12/08/2011","USD","38412.76","12/08/2011","12/18/2011","1.000","10","30","001"
"91027930","91027930","BP41","01","0000000304","0000700251","","BD/0902/00002706/TM121211            /0080989436","2700046175","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080989436","12/12/2011","01/12/2012","34065.26","00/00/0000","0.00","0.00","USD","12/12/2011","USD","34065.26","12/12/2011","01/11/2012","1.000","30","31","001"
"91028157","91028157","BP41","01","0000000304","0000401900","","BD/0902/00002706/105985              /0080990810","2700046371","","1100","0000000141","0003000010","SGRELL","RV","1056","2011","IP01","B/L0080990810","12/13/2011","01/12/2012","33130.32","00/00/0000","0.00","0.00","USD","12/13/2011","USD","33130.32","12/13/2011","12/23/2011","1.000","10","30","001"
"91028490","91028490","BP43","01","0000000304","0000401670","","BD/0902/00002709/105854              /0080990311","2700046570","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L0080990311","12/13/2011","01/13/2012","35418.16","00/00/0000","0.00","0.00","USD","12/14/2011","USD","35418.16","12/13/2011","12/24/2011","1.000","10","30","001"
"91029425","91029425","BP41","01","0000000304","0000700251","","BD/0902/00002706/TM121911            /0080990822","2700047057","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080990822","12/19/2011","01/19/2012","34013.40","00/00/0000","0.00","0.00","USD","12/19/2011","USD","34013.40","12/19/2011","01/18/2012","1.000","30","31","001"
"91029427","91029427","BP41","01","0000000304","0000401900","","BD/0902/00002706/106000              /0080991012","2700047059","","1100","0000000141","0003000010","SGRELL","RV","1056","2011","IP01","B/L0080991012","12/19/2011","01/18/2012","32731.23","00/00/0000","0.00","0.00","USD","12/19/2011","USD","32731.23","12/19/2011","12/29/2011","1.000","10","30","001"
"91029457","91029457","BP41","01","0000000304","","","BD/0902/00002706/121611JR            /0080990816","2700047067","","1100","0000000141","0003000010","JRYAN","RV","1056","2011","IP01","B/L0080990816","12/19/2011","01/18/2012","38663.21","00/00/0000","0.00","0.00","USD","12/19/2011","USD","38663.21","12/19/2011","12/29/2011","1.000","10","30","001"
"91029902","91029902","BP41","01","0000000304","0000012723","","BD/0902/00002706/JP2028              /0080990813","2700047521","","1100","0000000141","0003000010","SGRELL","RV","1056","2011","IP01","B/L0080990813","12/20/2011","01/19/2012","29790.80","00/00/0000","0.00","0.00","USD","12/20/2011","USD","29790.80","12/20/2011","12/30/2011","1.000","10","30","001"
"91030064","91030064","BP43","01","0000000304","0000401670","","BD/0902/00002709/105857              /0080991420","2700047653","","1100","0000000143","0003000010","MMORALE","RV","1056","2011","IP01","B/L0080991420","12/20/2011","01/20/2012","33789.10","00/00/0000","0.00","0.00","USD","12/21/2011","USD","33789.10","12/20/2011","12/31/2011","1.000","10","30","001"
"91030735","91030735","BP43","01","0000000304","0000012723","","BD/0902/00002706/JP2030              /0080990925","2700048110","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L0080990925","12/22/2011","01/26/2012","2721.14","00/00/0000","0.00","0.00","USD","12/27/2011","USD","2721.14","12/22/2011","01/06/2012","1.000","10","30","001"
"91031138","91031138","BP41","01","0000000304","0000700251","","BD/0902/00002706/TM122811            /0080991122","2700048150","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080991122","12/28/2011","01/28/2012","34163.79","00/00/0000","0.00","0.00","USD","12/28/2011","USD","34163.79","12/28/2011","01/27/2012","1.000","30","31","001"
"91031141","91031141","BP41","01","0000000304","0000012723","","BD/0902/00002706/JP2029              /0080991123","2700048151","","1100","0000000141","0003000010","SGRELL","RV","1056","2011","IP01","B/L0080991123","12/28/2011","01/27/2012","30214.90","00/00/0000","0.00","0.00","USD","12/28/2011","USD","30214.90","12/28/2011","01/07/2012","1.000","10","30","001"
"91031154","91031154","BP43","01","0000000304","0000401670","","BD/0902/00002709/105863              /0080992773","2700048160","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L0080992773","12/27/2011","01/27/2012","26541.52","00/00/0000","0.00","0.00","USD","12/28/2011","USD","26541.52","12/27/2011","01/07/2012","1.000","10","30","001"
"91031720","91031720","BP41","01","0000000304","","","BD/0902/00002706/123011JR            /0080991109","2700048722","","1100","0000000141","0003000010","JRYAN","RV","1056","2011","IP01","B/L0080991109","12/30/2011","01/29/2012","38323.45","00/00/0000","0.00","0.00","USD","12/30/2011","USD","38323.45","12/30/2011","01/09/2012","1.000","10","30","001"
"308836","308836","BB20","01","0000005242","0000700259","","3087/4503628861     /1218869     /102386*/00019292","2700000061","","1100","0000000120","0003000010","BATCH_USER","YW","2044","2012","IP01","","01/03/2012","02/02/2012","18317.23","00/00/0000","0.00","351.58","USD","01/04/2012","USD","18317.23","01/03/2012","01/18/2012","2.000","15","30","001"
"308837","308837","BB20","01","0000005242","0000700259","","3087/4503628861     /1218868     /102386*/00019296","2700000062","","1100","0000000120","0003000010","BATCH_USER","YW","2044","2012","IP01","","01/03/2012","02/02/2012","17968.57","00/00/0000","0.00","338.96","USD","01/04/2012","USD","17968.57","01/03/2012","01/18/2012","2.000","15","30","001"
"308838","308838","BB20","01","0000005242","0000700259","","3087/4503588125    */1018148  *  /102388*/00019309","2700000063","","1100","0000000120","0003000010","BATCH_USER","YW","2044","2012","IP01","","01/03/2012","02/02/2012","17948.99","00/00/0000","0.00","338.56","USD","01/04/2012","USD","17948.99","01/03/2012","01/18/2012","2.000","15","30","001"
"307469","307469","BB20","01","0000005242","0000700259","","3087/4503570068    */0917749  *  /101148*/00016911","2700045502","","1100","0000000120","0003000010","BATCH_USER","YW","2044","2011","IP01","","12/05/2011","01/04/2012","17893.14","00/00/0000","0.00","337.26","USD","12/06/2011","USD","17893.14","12/05/2011","12/20/2011","2.000","15","30","001"
"307470","307470","BB20","01","0000005242","0000700259","","3087/4503588125     /1018148     /101194*/00017093","2700045503","","1100","0000000120","0003000010","BATCH_USER","YW","2044","2011","IP01","","12/05/2011","01/04/2012","17818.06","00/00/0000","0.00","341.41","USD","12/06/2011","USD","17818.06","12/05/2011","12/20/2011","2.000","15","30","001"
"307559","307559","BB20","01","0000005242","0000700259","","3087/4503588125     /1018148     /101244*/00017201","2700045728","","1100","0000000120","0003000010","BATCH_USER","YW","2044","2011","IP01","","12/06/2011","01/05/2012","17765.19","00/00/0000","0.00","334.76","USD","12/07/2011","USD","17765.19","12/06/2011","12/21/2011","2.000","15","30","001"
"307560","307560","BB20","01","0000005242","0000700259","","3087/4503588125     /1018148     /101244*/00017235","2700045729","","1100","0000000120","0003000010","BATCH_USER","YW","2044","2011","IP01","","12/06/2011","01/05/2012","17841.32","00/00/0000","0.00","343.94","USD","12/07/2011","USD","17841.32","12/06/2011","12/21/2011","2.000","15","30","001"
"307561","307561","BB20","01","0000005242","0000700259","","3087/4503588125     /1018148     /101245*/00017217","2700045730","","1100","0000000120","0003000010","BATCH_USER","YW","2044","2011","IP01","","12/06/2011","01/05/2012","17800.43","00/00/0000","0.00","341.12","USD","12/07/2011","USD","17800.43","12/06/2011","12/21/2011","2.000","15","30","001"
"307635","307635","BB20","01","0000005242","0000700259","","3087/4503588125     /1018148     /101245*/00017315","2700045901","","1100","0000000120","0003000010","BATCH_USER","YW","2044","2011","IP01","","12/07/2011","01/06/2012","17763.47","00/00/0000","0.00","338.77","USD","12/08/2011","USD","17763.47","12/07/2011","12/22/2011","2.000","15","30","001"
"308528","308528","UF20","01","0000005895","","","3432/6276           /1213643     /300003*/0001855*","2700048295","","1100","0000000120","0003000010","BATCH_USER","YW","1011","2011","IP01","","12/23/2011","01/13/2012","32526.69","00/00/0000","0.00","309.48","USD","12/28/2011","USD","32526.69","12/23/2011","01/12/2012","1.000","20","21","001"
"308529","308529","UF20","01","0000005895","","","3432/6276           /1213644     /300003*/00018558","2700048296","","1100","0000000120","0003000010","BATCH_USER","YW","1011","2011","IP01","","12/23/2011","01/13/2012","16354.73","00/00/0000","0.00","156.13","USD","12/28/2011","USD","16354.73","12/23/2011","01/12/2012","1.000","20","21","001"
"308530","308530","UF20","01","0000005895","","","3432/6276           /1213645     /300003*/00018571","2700048297","","1100","0000000120","0003000010","BATCH_USER","YW","1011","2011","IP01","","12/23/2011","01/13/2012","10934.35","00/00/0000","0.00","104.05","USD","12/28/2011","USD","10934.35","12/23/2011","01/12/2012","1.000","20","21","001"
"91020108","91020108","BP43","01","0000006414","0000221623","","BD/0906/00109064/22526               /0080981998","2700041565","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L2000041352","11/04/2011","12/04/2011","28168.03","00/00/0000","0.00","0.00","USD","11/04/2011","USD","28168.03","11/04/2011","11/14/2011","1.000","10","30","001"
"91020109","91020109","BP43","01","0000006414","0000221623","","BD/0906/00109064/22587               /0080981999","2700041566","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L2000041352","11/04/2011","12/04/2011","7934.87","00/00/0000","0.00","0.00","USD","11/04/2011","USD","7934.87","11/04/2011","11/14/2011","1.000","10","30","001"
"91024236","91024236","BP43","01","0000006414","0000221623","","BD/0906/00109064/22819               /0080985631","2700044132","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L2000041438","11/23/2011","12/28/2011","24256.03","00/00/0000","0.00","0.00","USD","11/28/2011","USD","24256.03","11/23/2011","12/08/2011","1.000","10","30","001"
"91019818","00011176","BP43","15","0000006414","","4CF","*FP-Payment on canceled invoice","2700044618","","1100","0000000143","0003000010","WOODSA","DZ","","2011","IP01","0000457500002","11/29/2011","11/29/2011","-21089.78","00/00/0000","0.00","0.00","USD","11/30/2011","USD","-21089.78","11/29/2011","11/29/2011","0.000","0","0","001"
"91014400","00011255","BP43","15","0000006414","","4CD","*FP-Duplicate payment","2700044657","","1100","0000000143","0003000010","WOODSA","DZ","","2011","IP01","0000457500006","11/29/2011","11/29/2011","-21703.50","00/00/0000","0.00","0.00","USD","11/30/2011","USD","-21703.50","11/29/2011","11/29/2011","0.000","0","0","002"
"91024227","00011419","BP43","15","0000006414","","4CD","*FP-Duplicate payment","2700046544","","1100","0000000143","0003000010","WOODSA","DZ","","2011","IP01","0000464700008","12/13/2011","12/13/2011","-21253.44","00/00/0000","0.00","0.00","USD","12/14/2011","USD","-21253.44","12/13/2011","12/13/2011","0.000","0","0","001"
"91019929","00024307","BP43","15","0000006414","","4CD","*FP-Duplicate payment","2700047511","","1100","0000000143","0003000010","WOODSA","DZ","","2011","IP01","0000467900014","12/19/2011","12/19/2011","-35759.20","00/00/0000","0.00","0.00","USD","12/20/2011","USD","-35759.20","12/19/2011","12/19/2011","0.000","0","0","001"
"91030361","91030361","BP43","01","0000006414","","","BD/0906/00109064/23286               /0080991419","2700047823","","1100","0000000143","0003000010","MMORALE","RV","1056","2011","IP01","B/L0080991419","12/21/2011","01/21/2012","34170.01","00/00/0000","0.00","0.00","USD","12/22/2011","USD","34170.01","12/21/2011","01/01/2012","1.000","10","30","001"
"91030715","91030715","BP43","01","0000006414","0000221623","","BD/0906/00109064/23202               /0080991433","2700048095","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L0080991433","12/22/2011","01/26/2012","17781.04","00/00/0000","0.00","0.00","USD","12/27/2011","USD","17781.04","12/22/2011","01/06/2012","1.000","10","30","001"
"91031144","91031144","BP43","01","0000006414","0000221623","","BD/0906/00109064/23203               /0080992323","2700048153","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L0080992323","12/27/2011","01/27/2012","21515.26","00/00/0000","0.00","0.00","USD","12/28/2011","USD","21515.26","12/27/2011","01/07/2012","1.000","10","30","001"
"91031836","91031836","BP43","01","0000006414","","","BD/0906/00109064/Inventory           /0080992942","2700048936","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L0080992942","12/29/2011","02/02/2012","32971.42","00/00/0000","0.00","0.00","USD","01/03/2012","USD","32971.42","12/29/2011","01/13/2012","1.000","10","30","001"
"306796","306796","UF20","01","0000006439","","","1340/114121         /1112251     /100359*/00015882","2700043641","","1100","0000000120","0003000010","BATCH_USER","YW","2045","2011","IP01","","11/18/2011","12/09/2011","20424.92","00/00/0000","0.00","375.63","USD","11/21/2011","USD","20424.92","11/18/2011","12/08/2011","2.000","20","21","001"
"248735","CHG CODE","UF20","06","0000006439","","1BH","*FP-Miscellaneous","2700046540","","1100","0000000120","0003000010","WOODSA","DZ","","2011","IP01","","12/14/2011","12/14/2011","416.08","00/00/0000","0.00","0.00","USD","12/14/2011","USD","416.08","12/14/2011","12/14/2011","0.000","0","0","001"
"91025078","91025078","BP43","01","0000006637","0000006628","","BD/0902/00110339/4500264990          /0080986821","2700044619","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L0080986821","11/29/2011","12/30/2011","10232.37","00/00/0000","0.00","0.00","USD","11/30/2011","USD","10232.37","11/29/2011","12/10/2011","1.000","10","30","001"
"91030065","91030065","BP43","01","0000006637","0000006628","","BD/0902/00110339/4500307635          /0080991432","2700047654","","1100","0000000143","0003000010","MMORALE","RV","1056","2011","IP01","B/L0080991432","12/20/2011","01/20/2012","7314.31","00/00/0000","0.00","0.00","USD","12/21/2011","USD","7314.31","12/20/2011","12/31/2011","1.000","10","30","001"
"307708","0000175033","UF20","06","0000006742","","1BZ","Not to be matched up - for AR use only","2700000009","","1100","0000000120","0003000010","BATCH_USER","DZ","","2012","IP01","0000475900002","01/03/2012","01/03/2012","163.57","00/00/0000","0.00","0.00","USD","01/04/2012","USD","163.57","01/03/2012","01/03/2012","0.000","0","0","002"
"0000475900003","0000005282","","Z5","0000006742","","","0000005282 622.3900","2700000010","","1100","","0003000010","BATCH_USER","DZ","","2012","IP01","0000475900003","01/03/2012","01/03/2012","-622.39","00/00/0000","0.00","0.00","USD","01/04/2012","USD","-622.39","01/03/2012","01/03/2012","0.000","0","0","002"
"905528","905528","UF20","11","0000006742","","","279 /70958-RFL      /0401493     /GB97812/00023562","2700024233","","1100","0000000120","0003000010","BATCH_USER","YX","2045","2010","IP01","0","06/21/2010","07/12/2010","-1522.80","00/00/0000","0.00","0.00","USD","06/22/2010","USD","-1522.80","06/21/2010","07/11/2010","2.000","20","21","001"
"308081","308081","UF20","01","0000006742","","","279 /93040-RFL      /1011010     /101704*/00017987","2700046939","","1100","0000000120","0003000010","BATCH_USER","YW","2045","2011","IP01","","12/15/2011","01/05/2012","7277.48","00/00/0000","0.00","137.93","USD","12/16/2011","USD","7277.48","12/15/2011","01/04/2012","2.000","20","21","001"
"308082","308082","UF20","01","0000006742","","","279 /93211-RFL      /1011149     /101704*/00017987","2700046940","","1100","0000000120","0003000010","BATCH_USER","YW","2045","2011","IP01","","12/15/2011","01/05/2012","12057.59","00/00/0000","0.00","229.40","USD","12/16/2011","USD","12057.59","12/15/2011","01/04/2012","2.000","20","21","001"
"0000476000001","0000029138","","Z5","0000006742","","","0000029138 113406.2500","2700049452","","1100","","0003000010","SWAGH","DZ","","2011","IP01","0000476000001","11/14/2011","11/14/2011","-113406.25","00/00/0000","0.00","0.00","USD","06/15/2012","USD","-113406.25","11/14/2011","11/14/2011","0.000","0","0","002"
"0000476000002","0000291566","","Z5","0000006742","","","0000291566 12966.8900","2700049453","","1100","","0003000010","SWAGH","DZ","","2011","IP01","0000476000002","11/14/2011","11/14/2011","-12966.89","00/00/0000","0.00","0.00","USD","06/15/2012","USD","-12966.89","11/14/2011","11/14/2011","0.000","0","0","002"
"91031514","91031514","BP43","01","0000006804","","","BD/0906/00105629/2143A62035          /0070046480","2700048464","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","12/29/2011","01/28/2012","85.06","00/00/0000","0.00","0.00","USD","12/29/2011","USD","85.06","12/29/2011","01/28/2012","0.000","30","0","001"
"91031515","91031515","BP43","01","0000006804","","","BD/0906/00105629/2143A62061          /0070046481","2700048465","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","12/29/2011","01/28/2012","85.06","00/00/0000","0.00","0.00","USD","12/29/2011","USD","85.06","12/29/2011","01/28/2012","0.000","30","0","001"
"91031839","91031839","BP43","01","0000006804","","","BD/0906/00105629/02564               /0080992945","2700048940","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L0080992945","12/29/2011","02/02/2012","36262.17","00/00/0000","0.00","0.00","USD","01/03/2012","USD","36262.17","12/29/2011","01/13/2012","1.000","10","30","001"
"91031841","91031841","BP43","01","0000006804","","","BD/0906/00105629/02564               /0080994462","2700048942","","1100","0000000143","0003000010","YOKIEM","RV","1056","2011","IP01","B/L0080994462","12/29/2011","02/02/2012","191.59","00/00/0000","0.00","0.00","USD","01/03/2012","USD","191.59","12/29/2011","01/13/2012","1.000","10","30","001"
"91031913","91031913","BP43","01","0000006804","","","BD/0906/00105629/0143A62035          /0070046509","2700049215","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","12/29/2011","02/02/2012","116.00","00/00/0000","0.00","0.00","USD","01/03/2012","USD","116.00","12/29/2011","02/02/2012","0.000","30","0","001"
"91031914","91031914","BP43","01","0000006804","","","BD/0906/00105629/0143A62061          /0070046510","2700049216","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","12/29/2011","02/02/2012","206.00","00/00/0000","0.00","0.00","USD","01/03/2012","USD","206.00","12/29/2011","02/02/2012","0.000","30","0","001"
"91031915","91031915","BP43","01","0000006804","","","BD/0906/00105629/0143A61964          /0070046511","2700049217","","1100","0000000143","0003000010","YOKIEM","RV","0021","2011","IP01","","12/29/2011","02/02/2012","2499.00","00/00/0000","0.00","0.00","USD","01/03/2012","USD","2499.00","12/29/2011","02/02/2012","0.000","30","0","001"
"91032418","91032418","BP41","01","0000007020","0000007023","","BD/0901/00103122/24535305            /0080992470","2700000020","","1100","0000000141","0003000010","JRYAN","RV","1059","2012","IP01","B/L0080992470","01/04/2012","02/04/2012","34268.76","00/00/0000","0.00","0.00","USD","01/04/2012","USD","34268.76","01/04/2012","02/03/2012","1.000","30","31","001"
"91032572","91032572","BP40","01","0000007020","0000149148","","BD/0901/00103122/TEST SCD MULTIPLE   /0080995898","2700000235","","1100","0000000140","0003000010","ROLIVER","RV","1059","2012","IP01","B/L0080995898","07/03/2012","08/03/2012","2048.26","00/00/0000","0.00","0.00","USD","07/03/2012","USD","2048.26","07/03/2012","08/02/2012","1.000","30","31","001"
"0120","TEST-3","UF20","01","0000007020","0000701804","","","2700000259","","1100","0000000120","0003000010","PKHADKA","DR","1059","2012","IP01","","07/20/2012","08/20/2012","200.00","00/00/0000","0.00","0.00","USD","07/30/2012","USD","200.00","07/30/2012","08/19/2012","1.000","30","31","001"
"20120604","FD","UF20","01","0000007020","","","","2700000260","","1100","0000000120","0003000010","SMALYAL","DR","1059","2012","IP01","FD","07/19/2012","08/30/2012","500.00","00/00/0000","0.00","0.00","USD","07/30/2012","USD","500.00","07/30/2012","08/29/2012","1.000","30","31","001"
"0120","","UF20","01","0000007020","","","","2700000261","","1100","0000000120","0003000010","PKHADKA","DR","1059","2012","IP01","","07/24/2012","08/25/2012","400.00","00/00/0000","0.00","0.00","USD","07/30/2012","USD","400.00","07/30/2012","08/24/2012","1.000","30","31","001"
"0120","TEST-4","UF20","01","0000007020","0000701804","","","2700000262","","1100","0000000120","0003000010","PKHADKA","DR","1059","2012","IP01","","07/20/2012","08/20/2012","200.00","00/00/0000","0.00","0.00","USD","07/30/2012","USD","200.00","07/30/2012","08/19/2012","1.000","30","31","001"
"0120","TEST-3","UF20","01","0000007020","","","","2700000263","","1100","0000000120","0003000010","PKHADKA","DR","1059","2012","IP01","","07/20/2012","08/20/2012","54.00","00/00/0000","0.00","0.00","USD","07/30/2012","USD","54.00","07/30/2012","08/19/2012","1.000","30","31","001"
"0120","TEST-3","UF20","01","0000007020","","","","2700000264","","1100","0000000120","0003000010","PKHADKA","DR","1059","2012","IP01","","07/20/2012","08/20/2012","90.00","00/00/0000","0.00","0.00","USD","07/30/2012","USD","90.00","07/30/2012","08/19/2012","1.000","30","31","001"
"20120604","FD","UF20","01","0000007020","","","","2700000265","","1100","0000000120","0003000010","SMALYAL","DR","1059","2012","IP01","","07/19/2012","08/30/2012","500.00","00/00/0000","0.00","0.00","USD","07/30/2012","USD","500.00","07/30/2012","08/29/2012","1.000","30","31","001"
"0120","TEST-5","UF20","01","0000007020","","","","2700000266","","1100","0000000120","0003000010","PKHADKA","DR","1059","2012","IP01","","07/24/2012","08/25/2012","145.00","00/00/0000","0.00","0.00","USD","07/30/2012","USD","145.00","07/30/2012","08/24/2012","1.000","30","31","001"
"20120604","","UF20","01","0000007020","","","","2700000267","","1100","0000000120","0003000010","SMALYAL","DR","1059","2012","IP01","","07/19/2012","08/30/2012","500.00","00/00/0000","0.00","0.00","USD","07/30/2012","USD","500.00","07/30/2012","08/29/2012","1.000","30","31","001"
"11054514","11054514","BP40","11","0000007020","0000204972","","@*  4613/877434/877434      /GB86277/40-89258","2700001715","","1100","0000000140","0003000010","BATCH_USER","YV","1059","2010","IP01","","01/14/2010","02/14/2010","-46683.15","00/00/0000","0.00","0.00","USD","01/15/2010","USD","-46683.15","01/14/2010","02/13/2010","1.000","30","31","001"
"90959014","90959014","BP41","11","0000007020","0000401770","","BD/0901/00103985/                    /0060077307","2700002013","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","","01/10/2011","01/19/2011","-146.30","00/00/0000","0.00","0.00","USD","01/19/2011","USD","-146.30","01/10/2011","01/19/2011","1.000","30","31","001"
"90971295","90971295","BP41","11","0000007020","0000202536","","BD/0901/00103985/                    /0060078154","2700011362","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","","03/14/2011","03/23/2011","-1389.89","00/00/0000","0.00","0.00","USD","03/23/2011","USD","-1389.89","03/14/2011","03/23/2011","1.000","30","31","001"
"11333369","11333369","BP43","11","0000007020","0000401915","","@*  5023/27017132/27017132 /GB92482/43-93399","2700016135","","1100","0000000143","0003000010","BATCH_USER","YV","1059","2010","IP01","","04/26/2010","05/27/2010","-43111.58","00/00/0000","0.00","0.00","USD","04/27/2010","USD","-43111.58","04/26/2010","05/26/2010","1.000","30","31","001"
