"Assignment","Reference","Business Area","Posting key","Customer","Branch","Reason code","Text","Document Number","Clrng doc.","Company Code","Profit Center","G/L","User Name","Document Type","Payt Terms","Fiscal Year","Cred.Contr.Area","Doc.Header Text","Document Date","Net due date","Amt in loc.cur.","Clearing","Curr.cash disc.","Discount amount","Local Currency","Entered on","Currency","Amount in DC","Posting Date","Payment date","Disc. Percent 1","Days 1","Days 2","Line item"
"716603","716603","BB30","01","0000700225","","","2859/93602          /1118567     /400000*/00076937","2700048068","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/22/2011","01/21/2012","20950.27","00/00/0000","0.00","0.00","USD","12/23/2011","USD","20950.27","12/22/2011","01/21/2012","0.000","30","0","001"
"716604","716604","BB30","01","0000700225","","","2859/93602          /1118567     /400000*/00076936","2700048069","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/22/2011","01/21/2012","21051.98","00/00/0000","0.00","0.00","USD","12/23/2011","USD","21051.98","12/22/2011","01/21/2012","0.000","30","0","001"
"716605","716605","BB30","01","0000700225","","","2859/93602          /1118567     /400000*/00076939","2700048070","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/22/2011","01/21/2012","21091.58","00/00/0000","0.00","0.00","USD","12/23/2011","USD","21091.58","12/22/2011","01/21/2012","0.000","30","0","001"
"716636","716636","BB30","01","0000700225","","","2859/93655          /1118685     /400000*/00076980","2700048323","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/24/2011","03/08/2012","21167.19","00/00/0000","0.00","0.00","USD","12/28/2011","USD","21167.19","12/24/2011","03/08/2012","0.000","30","0","001"
"716637","716637","BB30","01","0000700225","","","2859/93694         */1118689  *  /400000*/00076987","2700048324","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/25/2011","02/23/2012","87577.98","00/00/0000","0.00","0.00","USD","12/28/2011","USD","87577.98","12/25/2011","02/23/2012","0.000","30","0","001"
"716705","716705","BB30","01","0000700225","","","2859/93602          /1118567     /400000*/00076970","2700048391","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/23/2011","01/22/2012","20923.59","00/00/0000","0.00","0.00","USD","12/28/2011","USD","20923.59","12/23/2011","01/22/2012","0.000","30","0","001"
"716706","716706","BB30","01","0000700225","","","2859/93602          /1118567     /400000*/00076963","2700048392","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/23/2011","01/22/2012","20852.71","00/00/0000","0.00","0.00","USD","12/28/2011","USD","20852.71","12/23/2011","01/22/2012","0.000","30","0","001"
"716707","716707","BB30","01","0000700225","","","2859/93602          /1118567     /400000*/00076969","2700048393","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/23/2011","01/22/2012","21159.88","00/00/0000","0.00","0.00","USD","12/28/2011","USD","21159.88","12/23/2011","01/22/2012","0.000","30","0","001"
"716708","716708","BB30","01","0000700225","","","2859/93602          /1118564     /400000*/00076972","2700048394","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/23/2011","01/22/2012","20475.39","00/00/0000","0.00","0.00","USD","12/28/2011","USD","20475.39","12/23/2011","01/22/2012","0.000","30","0","001"
"716709","716709","BB30","01","0000700225","","","2859/93602          /1118563     /400000*/00077010","2700048395","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/27/2011","01/26/2012","20139.46","00/00/0000","0.00","0.00","USD","12/28/2011","USD","20139.46","12/27/2011","01/26/2012","0.000","30","0","001"
"716732","716732","BB30","01","0000700225","","","2859/93655          /1118685     /400000*/00077091","2700048652","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/28/2011","03/12/2012","52495.74","00/00/0000","0.00","0.00","USD","12/30/2011","USD","52495.74","12/28/2011","03/12/2012","0.000","30","0","001"
"716781","716781","BB30","01","0000700225","","","2859/93602          /1118563  *  /400000*/00077058","2700048701","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/28/2011","01/27/2012","20270.12","00/00/0000","0.00","0.00","USD","12/30/2011","USD","20270.12","12/28/2011","01/27/2012","0.000","30","0","001"
"716782","716782","BB30","01","0000700225","","","2859/93602          /1118560     /400000*/00077057","2700048702","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/28/2011","01/27/2012","20364.74","00/00/0000","0.00","0.00","USD","12/30/2011","USD","20364.74","12/28/2011","01/27/2012","0.000","30","0","001"
"308691","308691","BB20","01","0000700225","","","2859/93800          /1219281  *  /500023*/00091392","2700048793","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/29/2011","01/28/2012","15381.27","00/00/0000","0.00","0.00","USD","12/30/2011","USD","15381.27","12/29/2011","01/28/2012","0.000","30","0","001"
"308692","308692","BB20","01","0000700225","","","2859/93800          /1219281     /500023*/00091393","2700048794","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/29/2011","01/28/2012","14770.57","00/00/0000","0.00","0.00","USD","12/30/2011","USD","14770.57","12/29/2011","01/28/2012","0.000","30","0","001"
"308693","308693","BB20","01","0000700225","","","2859/93800          /1219281  *  /500023*/00091394","2700048795","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/29/2011","01/28/2012","14172.27","00/00/0000","0.00","0.00","USD","12/30/2011","USD","14172.27","12/29/2011","01/28/2012","0.000","30","0","001"
"308694","308694","BB20","01","0000700225","","","2859/93800          /1219281  *  /500023*/00091395","2700048796","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/29/2011","01/28/2012","13519.72","00/00/0000","0.00","0.00","USD","12/30/2011","USD","13519.72","12/29/2011","01/28/2012","0.000","30","0","001"
"716843","716843","BB30","01","0000700225","","","2859/93655          /1118685     /400000*/00077123","2700049368","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/30/2011","01/29/2012","51795.32","00/00/0000","0.00","0.00","USD","01/03/2012","USD","51795.32","12/30/2011","01/29/2012","0.000","30","0","001"
"716844","716844","BB30","01","0000700225","","","2859/93655         */1118685  *  /400000*/00077132","2700049369","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/30/2011","01/29/2012","27966.02","00/00/0000","0.00","0.00","USD","01/03/2012","USD","27966.02","12/30/2011","01/29/2012","0.000","30","0","001"
"716864","716864","BB30","01","0000700225","","","2859/93620          /1118751     /400000*/00077138","2700049388","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","12/31/2011","01/30/2012","2907.53","00/00/0000","0.00","0.00","USD","01/03/2012","USD","2907.53","12/31/2011","01/30/2012","0.000","30","0","001"
"906538","906538","UF20","11","0000700255","","","5433/16108          /0813181     /966092*/00010091","2700042287","","1100","0000000120","0003000010","BATCH_USER","YX","1011","2011","IP01","0","11/08/2011","11/29/2011","-113.04","00/00/0000","0.00","0.00","USD","11/09/2011","USD","-113.04","11/08/2011","11/28/2011","1.000","20","21","001"
"305880","W20111121","UF20","06","0000700255","","1BA","*FP-Payment price less than invoice","2700043813","","1100","0000000120","0003000010","WOODSA","DZ","","2011","IP01","0000453700023","11/21/2011","11/21/2011","422.90","00/00/0000","0.00","0.00","USD","11/22/2011","USD","422.90","11/21/2011","11/21/2011","0.000","0","0","001"
"91026170","91026170","BP41","01","0000700260","","","BD/0902/00071420/61461               /0080988480","2700045176","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080988480","12/02/2011","01/05/2012","38066.20","00/00/0000","0.00","0.00","USD","12/05/2011","USD","38066.20","12/02/2011","01/04/2012","1.000","30","31","001"
"91026947","91026947","BP41","01","0000700260","","","BD/0902/00071420/61462               /0080989363","2700045671","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080989363","12/07/2011","01/07/2012","37661.11","00/00/0000","0.00","0.00","USD","12/07/2011","USD","37661.11","12/07/2011","01/06/2012","1.000","30","31","001"
"91026952","91026952","BP41","01","0000700260","","","BD/0902/00071420/61463               /0080989384","2700045676","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080989384","12/07/2011","01/07/2012","37386.12","00/00/0000","0.00","0.00","USD","12/07/2011","USD","37386.12","12/07/2011","01/06/2012","1.000","30","31","001"
"91027926","91027926","BP41","01","0000700260","","","BD/0902/00071420/61623               /0080989438","2700046171","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080989438","12/12/2011","01/12/2012","37215.46","00/00/0000","0.00","0.00","USD","12/12/2011","USD","37215.46","12/12/2011","01/11/2012","1.000","30","31","001"
"91028158","91028158","BP41","01","0000700260","","","BD/0902/00071420/61624               /0080989966","2700046372","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080989966","12/13/2011","01/13/2012","38247.17","00/00/0000","0.00","0.00","USD","12/13/2011","USD","38247.17","12/13/2011","01/12/2012","1.000","30","31","001"
"91028161","91028161","BP41","01","0000700260","","","BD/0902/00071420/61625               /0080990218","2700046375","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080990218","12/13/2011","01/13/2012","37577.39","00/00/0000","0.00","0.00","USD","12/13/2011","USD","37577.39","12/13/2011","01/12/2012","1.000","30","31","001"
"91029429","91029429","BP41","01","0000700260","","","BD/0902/00071420/61626               /0080990833","2700047061","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080990833","12/19/2011","01/19/2012","37943.83","00/00/0000","0.00","0.00","USD","12/19/2011","USD","37943.83","12/19/2011","01/18/2012","1.000","30","31","001"
"91029903","91029903","BP41","01","0000700260","","","BD/0902/00071420/61627               /0080991082","2700047522","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080991082","12/20/2011","01/20/2012","37920.01","00/00/0000","0.00","0.00","USD","12/20/2011","USD","37920.01","12/20/2011","01/19/2012","1.000","30","31","001"
"91031135","91031135","BP41","01","0000700260","","","BD/0902/00071420/61628               /0080991131","2700048147","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080991131","12/28/2011","01/28/2012","38122.22","00/00/0000","0.00","0.00","USD","12/28/2011","USD","38122.22","12/28/2011","01/27/2012","1.000","30","31","001"
"91031823","91031823","BP41","01","0000700260","","","BD/0902/00071420/62032               /0080991354","2700048923","","1100","0000000141","0003000010","SGRELL","RV","1059","2011","IP01","B/L0080991354","12/30/2011","02/03/2012","37108.58","00/00/0000","0.00","0.00","USD","01/03/2012","USD","37108.58","12/30/2011","02/02/2012","1.000","30","31","001"
"717819","717819","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000200","","1100","0000000130","0005200500","BYOHANN","YW","1006","2012","IP01","","06/19/2012","08/18/2012","25177.96","00/00/0000","0.00","0.00","USD","06/27/2012","USD","25177.96","06/19/2012","06/29/2012","1.000","10","60","001"
"717819","717819","BB30","01","0000700270","","","","2700000200","","1100","0000000130","0005200500","BYOHANN","YW","1006","2012","IP01","","06/19/2012","08/18/2012","500.49","00/00/0000","0.00","0.00","USD","06/27/2012","USD","500.49","06/19/2012","06/29/2012","1.000","10","60","003"
"717819","717819","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000201","","1100","0000000130","0005200500","BYOHANN","YW","1006","2012","IP01","","06/19/2012","08/18/2012","25177.96","00/00/0000","0.00","0.00","USD","06/27/2012","USD","25177.96","06/19/2012","06/29/2012","1.000","10","60","001"
"717819","717819","BB30","01","0000700270","","","","2700000201","","1100","0000000130","0005200500","BYOHANN","YW","1006","2012","IP01","","06/19/2012","08/18/2012","500.49","00/00/0000","0.00","0.00","USD","06/27/2012","USD","500.49","06/19/2012","06/29/2012","1.000","10","60","003"
"717819","717819","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000203","","1100","0000000130","0005200500","BYOHANN","YW","1006","2012","IP01","","06/19/2012","08/18/2012","25177.96","00/00/0000","0.00","0.00","USD","06/28/2012","USD","25177.96","06/19/2012","06/29/2012","1.000","10","60","001"
"717819","717819","BB30","01","0000700270","","","","2700000203","","1100","0000000130","0005200500","BYOHANN","YW","1006","2012","IP01","","06/19/2012","08/18/2012","500.49","00/00/0000","0.00","0.00","USD","06/28/2012","USD","500.49","06/19/2012","06/29/2012","1.000","10","60","003"
"699819","699819","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000211","","1100","0000000130","0005200500","PRAGHUV","YW","1006","2012","IP01","","06/21/2012","08/20/2012","25678.45","00/00/0000","0.00","246.77","USD","06/28/2012","USD","25678.45","06/21/2012","07/01/2012","1.000","10","60","001"
"699819","699819","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000212","","1100","0000000130","0005200500","BYOHANN","YW","1006","2012","IP01","","06/21/2012","08/20/2012","25678.45","00/00/0000","0.00","246.77","USD","06/28/2012","USD","25678.45","06/21/2012","07/01/2012","1.000","10","60","001"
"899819","899819","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000224","","1100","0000000130","0005200500","PRAGHUV","YW","1006","2012","IP01","","06/21/2012","08/20/2012","25177.96","00/00/0000","0.00","246.77","USD","06/28/2012","USD","25177.96","06/21/2012","07/01/2012","1.000","10","60","001"
"999819","999819","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000229","","1100","0000000130","0005200500","PRAGHUV","YW","1006","2012","IP01","","06/21/2012","08/20/2012","25177.96","00/00/0000","0.00","246.77","USD","06/28/2012","USD","25177.96","06/21/2012","07/01/2012","1.000","10","60","001"
"999830","999830","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000239","","1100","0000000130","0005200500","PRAGHUV","YW","1006","2012","IP01","","07/17/2012","09/15/2012","25177.96","00/00/0000","0.00","246.77","USD","07/17/2012","USD","25177.96","07/17/2012","07/27/2012","1.000","10","60","001"
"999919","999919","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000243","","1100","0000000130","0005200500","PRAGHUV","YW","1006","2012","IP01","","07/13/2012","09/11/2012","25177.96","00/00/0000","0.00","246.77","USD","07/17/2012","USD","25177.96","07/13/2012","07/23/2012","1.000","10","60","001"
"999919","999919","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000244","","1100","0000000130","0005200500","BYOHANN","YW","1006","2012","IP01","","07/13/2012","09/11/2012","25177.96","00/00/0000","0.00","246.77","USD","07/25/2012","USD","25177.96","07/13/2012","07/23/2012","1.000","10","60","001"
"999123","999123","BB30","01","0000700270","","","4535/B-271-2        /0401033     /500020*/00086856","2700000248","","1100","0000000130","0005200500","PRAGHUV","YW","1006","2012","IP01","","06/21/2012","08/20/2012","25177.96","00/00/0000","0.00","246.77","USD","07/25/2012","USD","25177.96","06/21/2012","07/01/2012","1.000","10","60","001"
"718693","718693","BB30","01","0000700812","","","420 /1400129575    */0129575  *  /105378*/00078908","2700000178","","1100","0000000130","0005200525","PRAGHUV","YW","0056","2012","IP01","","03/05/2012","03/05/2012","22883.65","00/00/0000","0.00","0.00","USD","04/10/2012","USD","22883.65","03/05/2012","03/05/2012","0.000","0","0","001"
"720828","720828","BB30","01","0000700812","","","420 /B24787        */0402269  *  /GB97327/00062282","2700000198","","1100","0000000130","0005200525","BATCH_USER","YW","0056","2012","IP01","","06/11/2012","06/11/2012","927.12","00/00/0000","0.00","0.00","USD","06/21/2012","USD","927.12","06/11/2012","06/11/2012","0.000","0","0","001"
"299884","001875549","BB20","06","0000701287","","1BH","*FP-Remaining balance of a partial payment","2700036243","","1100","0000000120","0003000010","WOODSA","DZ","","2011","IP01","0000421400001","09/22/2011","09/22/2011","9966.21","00/00/0000","0.00","0.00","USD","09/26/2011","USD","9966.21","09/22/2011","09/22/2011","0.000","0","0","001"
"304355","304355","BB20","01","0000701287","","","3485/NADA-001       /0816608  *  /300002*/00011998","2700037497","","1100","0000000120","0003000010","BATCH_USER","YW","0021","2011","IP01","","10/03/2011","11/02/2011","18139.37","00/00/0000","0.00","0.00","USD","10/04/2011","USD","18139.37","10/03/2011","11/02/2011","0.000","30","0","001"
"301544","PC1128","BB20","06","0000701287","","1BA","*FP-Payment price less than invoice","2700044586","","1100","0000000120","0003000010","TSHAW","DZ","","2011","IP01","","11/28/2011","11/28/2011","2617.30","00/00/0000","0.00","0.00","USD","11/30/2011","USD","2617.30","11/28/2011","11/28/2011","0.000","0","0","002"
"695992","695992","BB30","01","0000701317","","","3585/295785         /1094423     /2216901/00086550","2700001920","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2010","IP01","","01/15/2010","03/16/2010","6225.28","00/00/0000","0.00","62.25","USD","01/18/2010","USD","6225.28","01/15/2010","03/16/2010","1.000","60","0","001"
"702045","702045","BB30","01","0000701317","","","3585/302467         /0503050     /400000*/00064294","2700030062","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2010","IP01","","08/03/2010","10/02/2010","937.46","00/00/0000","0.00","9.19","USD","08/04/2010","USD","937.46","08/03/2010","10/02/2010","1.000","60","0","001"
"703069","703069","BB30","01","0000701317","","","3585/304712         /0806380     /400000*/00065219","2700034855","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2010","IP01","","09/07/2010","11/06/2010","9460.83","00/00/0000","0.00","89.58","USD","09/08/2010","USD","9460.83","09/07/2010","11/06/2010","1.000","60","0","001"
"965969","965969","BB30","01","0000701317","","","3585/311512         /0419912  *  /500020*/00101961","2700039694","","1100","0000000120","0003000023","BATCH_USER","YX","1069","2011","IP01","0","10/18/2011","12/17/2011","185.00","00/00/0000","0.00","0.00","USD","10/19/2011","USD","185.00","10/18/2011","12/17/2011","1.000","60","0","001"
"715245","715245","BB30","01","0000701317","0000005512","","3586/331775         /0816698     /500020*/00102569","2700041020","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","10/28/2011","12/27/2011","28489.87","00/00/0000","0.00","256.90","USD","10/31/2011","USD","28489.87","10/28/2011","12/27/2011","1.000","60","0","001"
"715246","715246","BB30","01","0000701317","0000005512","","3586/331775         /0816698     /500020*/00102570","2700041021","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","10/28/2011","12/27/2011","26570.89","00/00/0000","0.00","237.71","USD","10/31/2011","USD","26570.89","10/28/2011","12/27/2011","1.000","60","0","001"
"715247","715247","BB30","01","0000701317","0000005512","","3586/331775         /0816698     /500020*/00102571","2700041022","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","10/28/2011","12/27/2011","26381.41","00/00/0000","0.00","235.81","USD","10/31/2011","USD","26381.41","10/28/2011","12/27/2011","1.000","60","0","001"
"need price credit","NEED PRICING CDT","BB30","06","0000701317","","1BA","*FP-Payment price less than invoice","2700041667","","1100","0000000120","0003000023","TSHAW","DZ","","2011","IP01","","11/04/2011","11/04/2011","41125.00","00/00/0000","0.00","0.00","USD","11/04/2011","USD","41125.00","11/04/2011","11/04/2011","0.000","0","0","002"
"220311","FC0404","BB30","06","0000701317","0000005512","1BH","*FP-Miscellaneous","2700041673","","1100","0000000120","0003000023","TSHAW","DZ","","2011","IP01","","04/04/2011","04/04/2011","3209.38","00/00/0000","0.00","0.00","USD","11/04/2011","USD","3209.38","11/04/2011","04/04/2011","0.000","0","0","002"
"715439","715439","BB30","01","0000701317","","","3585/314783        */0917718  *  /500020*/00102578","2700042263","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/08/2011","01/07/2012","28398.50","00/00/0000","0.00","251.98","USD","11/09/2011","USD","28398.50","11/08/2011","01/07/2012","1.000","60","0","001"
"715440","715440","BB30","01","0000701317","","","3585/314783         /0917718     /500020*/00102579","2700042264","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/08/2011","01/07/2012","28920.49","00/00/0000","0.00","257.20","USD","11/09/2011","USD","28920.49","11/08/2011","01/07/2012","1.000","60","0","001"
"715441","715441","BB30","01","0000701317","","","3585/314782        */0917410  *  /500020*/00102580","2700042265","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/08/2011","01/07/2012","28699.32","00/00/0000","0.00","255.00","USD","11/09/2011","USD","28699.32","11/08/2011","01/07/2012","1.000","60","0","001"
"715442","715442","BB30","01","0000701317","","","3585/314783        */0917718  *  /500020*/00102581","2700042266","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/08/2011","01/07/2012","29427.07","00/00/0000","0.00","262.27","USD","11/09/2011","USD","29427.07","11/08/2011","01/07/2012","1.000","60","0","001"
"715443","715443","BB30","01","0000701317","","","3585/314783        */0917718  *  /500020*/00102582","2700042267","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/08/2011","01/07/2012","28996.13","00/00/0000","0.00","257.96","USD","11/09/2011","USD","28996.13","11/08/2011","01/07/2012","1.000","60","0","001"
"715444","715444","BB30","01","0000701317","","","3585/314782         /0917720     /500020*/00102583","2700042268","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/08/2011","01/07/2012","28477.93","00/00/0000","0.00","252.78","USD","11/09/2011","USD","28477.93","11/08/2011","01/07/2012","1.000","60","0","001"
"715445","715445","BB30","01","0000701317","","","3585/314782        */0917645  *  /500020*/00102584","2700042269","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/08/2011","01/07/2012","29208.09","00/00/0000","0.00","260.08","USD","11/09/2011","USD","29208.09","11/08/2011","01/07/2012","1.000","60","0","001"
"715446","715446","BB30","01","0000701317","","","3585/314783        */0917718  *  /500020*/00102585","2700042270","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/08/2011","01/07/2012","29004.11","00/00/0000","0.00","258.05","USD","11/09/2011","USD","29004.11","11/08/2011","01/07/2012","1.000","60","0","001"
"715489","715489","BB30","01","0000701317","","","3585/314782         /0917720  *  /500020*/00102586","2700042487","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/09/2011","01/08/2012","28533.39","00/00/0000","0.00","253.33","USD","11/10/2011","USD","28533.39","11/09/2011","01/08/2012","1.000","60","0","001"
"715658","715658","BB30","01","0000701317","","","3585/314782        */0917645  *  /500020*/00102599","2700043289","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/16/2011","01/15/2012","28709.86","00/00/0000","0.00","255.10","USD","11/17/2011","USD","28709.86","11/16/2011","01/15/2012","1.000","60","0","001"
"715659","715659","BB30","01","0000701317","","","3585/314782         /0917645  *  /500020*/00102600","2700043290","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/16/2011","01/15/2012","28357.49","00/00/0000","0.00","251.58","USD","11/17/2011","USD","28357.49","11/16/2011","01/15/2012","1.000","60","0","001"
"715660","715660","BB30","01","0000701317","","","3585/313932        */0716327  *  /500020*/00102603","2700043291","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/16/2011","01/15/2012","28653.68","00/00/0000","0.00","254.54","USD","11/17/2011","USD","28653.68","11/16/2011","01/15/2012","1.000","60","0","001"
"715661","715661","BB30","01","0000701317","","","3585/314440        */0816683  *  /500020*/00102601","2700043292","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/16/2011","01/15/2012","28791.05","00/00/0000","0.00","255.91","USD","11/17/2011","USD","28791.05","11/16/2011","01/15/2012","1.000","60","0","001"
"715662","715662","BB30","01","0000701317","","","3585/314782        */0917645  *  /500020*/00102602","2700043293","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/16/2011","01/15/2012","27993.87","00/00/0000","0.00","247.94","USD","11/17/2011","USD","27993.87","11/16/2011","01/15/2012","1.000","60","0","001"
"715712","715712","BB30","01","0000701317","0000704561","","5638/00235          /0917737     /100484*/00003933","2700043754","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/18/2011","01/17/2012","26178.82","00/00/0000","0.00","249.69","USD","11/21/2011","USD","26178.82","11/18/2011","01/17/2012","1.000","60","0","001"
"715729","715729","BB30","01","0000701317","0000005512","","3586/332083         /0917732     /500020*/00102608","2700043767","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/18/2011","01/17/2012","27845.06","00/00/0000","0.00","250.45","USD","11/21/2011","USD","27845.06","11/18/2011","01/17/2012","1.000","60","0","001"
"715730","715730","BB30","01","0000701317","0000005512","","3586/331771        */0816694  *  /500020*/00102609","2700043768","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/18/2011","01/17/2012","25050.34","00/00/0000","0.00","222.50","USD","11/21/2011","USD","25050.34","11/18/2011","01/17/2012","1.000","60","0","001"
"715750","715750","BB30","01","0000701317","","","3585/314782        */0917645  *  /500020*/00102616","2700043946","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/21/2011","01/20/2012","28385.06","00/00/0000","0.00","251.86","USD","11/22/2011","USD","28385.06","11/21/2011","01/20/2012","1.000","60","0","001"
"715751","715751","BB30","01","0000701317","","","3585/314782        */0917645  *  /500020*/00102617","2700043947","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/21/2011","01/20/2012","28210.69","00/00/0000","0.00","250.10","USD","11/22/2011","USD","28210.69","11/21/2011","01/20/2012","1.000","60","0","001"
"715913","715913","BB30","01","0000701317","","","3585/315502         /1118298  *  /500020*/00102666","2700044756","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/29/2011","01/28/2012","28118.52","00/00/0000","0.00","249.19","USD","11/30/2011","USD","28118.52","11/29/2011","01/28/2012","1.000","60","0","001"
"715914","715914","BB30","01","0000701317","","","3585/315502         /1118298  *  /500020*/00102667","2700044757","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/29/2011","01/28/2012","28153.20","00/00/0000","0.00","249.53","USD","11/30/2011","USD","28153.20","11/29/2011","01/28/2012","1.000","60","0","001"
"715915","715915","BB30","01","0000701317","","","3585/315502         /1118298  *  /500020*/00102668","2700044758","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/29/2011","01/28/2012","28157.17","00/00/0000","0.00","249.57","USD","11/30/2011","USD","28157.17","11/29/2011","01/28/2012","1.000","60","0","001"
"715916","715916","BB30","01","0000701317","","","3585/315502         /1118298  *  /500020*/00102669","2700044759","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/29/2011","01/28/2012","27880.66","00/00/0000","0.00","246.81","USD","11/30/2011","USD","27880.66","11/29/2011","01/28/2012","1.000","60","0","001"
"715917","715917","BB30","01","0000701317","","","3585/315502         /1118298  *  /500020*/00102670","2700044760","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","11/29/2011","01/28/2012","27912.51","00/00/0000","0.00","247.12","USD","11/30/2011","USD","27912.51","11/29/2011","01/28/2012","1.000","60","0","001"
"965968","965968","BB30","11","0000701317","0000005512","","","2700045019","","1100","0000000120","0003000023","TSHAW","YX","1069","2011","IP01","","10/18/2011","10/18/2011","-7.39","00/00/0000","0.00","0.00","USD","12/02/2011","USD","-7.39","11/30/2011","10/18/2011","1.000","60","0","001"
"716006","716006","BB30","01","0000701317","0000704561","","5638/00235          /0917737  *  /100903*/00003972","2700045115","","1100","0000000120","0003000023","BATCH_USER","YW","1069","2011","IP01","","12/01/2011","01/30/2012","26104.33","00/00/0000","0.00","248.95","USD","12/02/2011","USD","26104.33","12/01/2011","01/30/2012","1.000","60","0","001"
